"","Asignatura","Profesor","Item_1","Item_2","Item_3","Item_4","Item_5","Item_6","Item_7","Item_8","Item_9","Item_10"
"1028",208,207,9,7,5,9,10,10,8,9,8,9
"1029",208,207,9,7,7,7,8,9,8,9,8,8
"1030",208,207,10,10,10,10,10,10,10,7,8,10
"1031",208,207,10,10,10,10,10,10,10,10,10,10
"1032",208,207,8,7,6,8,7,7,6,5,8,5
"1033",208,207,10,10,10,10,10,10,10,10,10,10
"1034",206,230,10,10,9,10,8,8,10,7,10,9
"1035",206,230,9,9,9,9,9,9,9,9,9,9
"1036",206,230,10,10,10,10,9,10,10,10,10,10
"1037",206,230,10,10,9,10,8,9,10,8,9,10
"1038",206,230,10,10,10,10,9,10,10,10,10,10
"1039",206,230,6,6,6,6,5,6,6,6,6,6
"1040",208,208,9,5,8,7,7,9,9,8,7,8
"1041",208,208,9,9,9,9,9,9,9,9,9,10
"1042",208,208,6,8,9,8,6,9,8,8,8,7
"1043",208,208,7,8,6,9,7,5,9,9,8,8
"1044",207,206,9,8,7,8,7,8,8,8,7,7
"1045",207,206,9,7,8,9,8,9,10,9,10,8
"1046",207,206,3,4,2,1,9,4,6,2,1,2
"1047",207,206,5,3,3,3,5,8,6,10,3,4
"1048",207,206,8,4,6,3,5,5,8,6,7,7
"1049",207,206,5,2,6,1,5,7,5,5,1,2
"1050",207,206,8,8,8,8,8,8,8,8,8,9
"1051",207,206,8,8,8,5,8,8,8,8,8,8
"1052",210,212,6,9,6,9,8,9,9,9,9,7
"1053",210,212,8,8,6,8,6,9,9,8,9,8
"1054",210,212,10,9,8,9,9,10,10,9,10,9
"1055",210,212,2,1,1,1,5,9,3,2,2,3
"1056",210,212,9,9,10,7,7,10,10,10,10,9
"1057",210,212,5,3,5,7,5,9,8,8,7,7
"1058",210,212,5,8,6,9,9,10,10,8,10,9
"1059",209,210,7,5,6,6,5,8,6,7,8,8
"1060",209,210,7,7,7,9,10,10,10,10,6,8
"1061",209,210,9,8,9,8,9,8,8,8,9,8
"1062",209,210,9,7,8,8,9,10,9,10,9,9
"1063",209,210,9,9,9,9,9,9,9,9,9,9
"1064",209,210,6,7,6,7,6,10,8,8,6,7
"1065",209,210,10,10,10,9,10,10,10,10,10,10
"1066",209,210,7,9,7,7,5,10,10,7,7,7
"1067",209,210,9,9,9,9,9,9,9,9,9,9
"1068",209,210,9,8,9,8,8,9,9,8,7,8
"1069",209,210,6,4,5,8,8,8,8,10,6,7
"1070",209,210,9,9,8,10,9,9,10,9,8,8
"1071",209,210,9,9,9,9,8,10,8,8,9,8
"1072",209,210,9,9,9,10,10,9,10,9,10,9
"1073",211,256,6,2,6,8,8,10,6,9,5,6
"1074",211,256,7,6,7,8,6,6,7,7,6,7
"1075",211,256,8,4,7,7,8,10,10,7,5,8
"1076",211,256,5,4,3,3,5,10,5,5,4,5
"1077",211,256,10,5,6,6,7,10,10,7,7,8
"1078",211,256,8,7,7,10,9,10,10,10,7,8
"1079",211,256,10,9,10,10,9,10,9,9,10,10
"1080",211,256,5,5,6,7,6,9,8,6,6,6
"1081",211,256,9,5,7,9,5,10,10,10,2,9
"1082",211,256,8,4,7,5,5,9,8,7,4,6
"1083",212,215,7,7,7,7,7,7,7,7,7,7
"1084",212,215,10,8,7,6,9,10,9,10,9,7
"1085",212,215,10,10,10,10,10,10,10,10,10,10
"1086",212,215,10,9,10,10,10,10,10,10,10,10
"1087",212,215,7,7,7,5,7,7,7,7,7,7
"1088",212,215,8,6,7,7,6,9,9,8,8,8
"1089",212,215,7,6,6,8,7,9,8,5,9,7
"1090",212,215,7,7,7,6,7,6,7,7,7,7
"1091",212,215,8,6,6,6,6,8,8,10,9,7
"1092",212,215,8,9,10,9,8,9,10,9,8,10
"1093",212,215,9,9,9,9,9,9,9,9,9,9
"1094",212,215,9,10,9,8,9,10,10,9,10,9
"1095",212,215,10,10,10,10,10,10,10,10,10,10
"1096",212,215,6,5,2,2,3,10,8,8,3,5
"1097",212,215,6,7,6,6,6,7,8,7,7,6
"1098",212,215,8,8,8,9,9,9,9,8,10,8
"1099",212,215,8,6,7,6,8,10,9,9,9,8
"1100",212,215,8,8,7,7,8,10,8,7,9,9
"1101",212,215,9,8,8,6,7,10,8,9,9,9
"1102",212,215,8,8,8,6,8,10,10,7,10,8
"1103",212,215,9,8,9,9,8,10,9,8,8,8
"1104",212,215,9,9,4,1,4,10,9,10,9,4
"1105",213,217,6,6,7,6,7,6,7,6,7,6
"1106",213,217,10,10,10,10,10,8,10,10,10,10
"1107",213,217,9,9,9,9,9,9,9,9,9,9
"1108",213,217,10,10,10,10,10,10,10,10,10,10
"1109",213,217,10,10,10,10,9,9,10,10,10,10
"1110",213,217,7,6,7,7,8,7,7,7,6,7
"1111",213,217,10,10,10,10,9,9,9,6,9,9
"1112",213,217,10,10,10,10,4,3,7,1,5,4
"1113",213,217,10,10,10,10,9,6,10,10,10,10
"1114",213,217,9,10,8,7,9,6,10,7,9,10
"1115",213,217,10,10,10,10,10,7,10,8,10,10
"1116",213,217,10,9,9,9,5,5,10,7,8,9
"1117",213,217,7,7,7,8,7,5,7,8,7,7
"1118",213,217,10,10,10,10,10,10,10,10,10,10
"1119",213,217,10,10,9,10,9,6,9,8,9,9
"1120",213,217,9,7,9,9,6,6,9,9,9,9
"1121",213,217,8,8,7,7,8,10,8,8,9,9
"1122",213,217,9,7,7,7,6,5,8,9,7,7
"1123",213,217,9,10,9,6,8,7,10,10,9,8
"1124",213,217,8,6,9,9,8,9,10,9,10,8
"1125",213,217,7,6,6,7,6,9,7,7,7,7
"1126",214,204,10,10,10,10,10,10,10,10,10,10
"1127",214,204,8,10,10,9,8,10,10,9,10,10
"1128",214,204,10,10,10,10,10,10,10,10,10,10
"1129",214,204,9,10,9,10,10,10,10,10,10,10
"1130",214,204,9,10,10,10,9,10,10,9,9,10
"1131",214,204,7,9,9,9,9,9,9,9,9,9
"1132",214,204,10,10,10,10,10,10,10,10,10,10
"1133",214,204,10,10,10,10,10,9,10,9,10,10
"1134",214,204,9,9,9,9,9,9,9,9,9,9
"1135",214,204,10,10,10,10,10,10,10,5,10,10
"1136",214,204,8,8,8,9,9,10,10,9,8,9
"1137",214,204,5,8,7,7,5,9,9,9,8,10
"1138",214,204,8,10,10,10,10,10,10,6,10,10
"1139",214,204,9,9,9,8,7,10,9,7,10,9
"1140",214,204,9,10,9,10,8,9,10,10,9,10
"1141",214,204,10,10,10,10,10,10,10,10,10,10
"1142",214,204,10,10,10,10,10,10,10,10,10,10
"1143",214,204,9,8,9,8,8,9,9,9,10,10
"1144",244,226,10,1,10,1,9,10,10,10,10,10
"1145",244,226,9,10,9,8,9,10,10,9,10,10
"1146",244,226,10,10,10,10,10,10,10,10,10,10
"1147",214,204,4,3,3,4,5,6,10,8,5,10
"1148",214,204,10,10,10,10,10,10,10,10,10,10
"1149",214,204,10,10,10,10,10,10,10,10,10,10
"1150",212,216,8,7,8,9,8,10,9,8,9,8
"1151",212,216,10,10,10,10,10,10,10,10,10,10
"1152",212,216,10,10,10,10,10,9,10,9,10,10
"1153",212,216,10,10,10,10,10,10,10,10,10,10
"1154",212,216,9,8,10,10,10,10,9,10,9,10
"1155",211,213,10,10,10,10,10,10,10,10,10,10
"1156",211,213,7,6,8,8,7,5,7,9,10,9
"1157",218,255,9,10,9,9,10,10,10,10,10,10
"1158",218,255,7,6,7,6,8,8,8,7,7,7
"1159",218,255,9,9,9,10,10,10,10,9,7,9
"1160",218,255,9,7,8,10,9,10,10,9,9,9
"1161",218,255,7,8,9,9,8,10,10,8,8,10
"1162",218,255,10,9,10,9,9,10,10,9,9,9
"1163",218,255,8,7,9,10,9,10,10,10,9,9
"1164",218,255,10,10,10,10,10,10,10,10,10,10
"1165",218,255,9,10,10,10,10,10,10,10,10,10
"1166",218,255,6,5,5,7,6,10,8,7,6,6
"1167",218,255,5,6,7,10,8,10,10,10,8,8
"1168",218,255,10,10,10,10,10,10,10,10,1,10
"1169",218,255,10,10,10,10,10,10,10,10,10,10
"1170",218,255,10,10,10,10,10,10,10,10,10,10
"1171",218,255,8,6,7,9,9,9,9,9,10,9
"1172",218,255,10,10,10,9,9,10,10,8,8,9
"1173",218,255,10,10,10,10,9,9,9,8,7,8
"1174",218,255,8,7,7,9,8,10,7,5,9,9
"1175",218,255,9,8,10,9,9,10,10,9,8,9
"1176",218,255,9,7,9,9,10,9,10,10,9,8
"1177",218,255,10,9,9,10,9,10,10,9,10,10
"1178",215,216,8,7,8,9,8,9,7,9,8,8
"1179",215,216,5,7,7,8,9,10,10,7,10,8
"1180",215,216,10,10,10,10,10,10,10,10,10,10
"1181",215,216,10,10,10,10,10,10,10,10,10,10
"1182",215,216,8,7,10,9,9,9,10,10,8,10
"1183",215,216,8,8,8,8,8,8,8,8,8,8
"1184",215,216,10,10,10,10,9,10,10,10,10,10
"1185",215,216,10,10,10,10,10,10,10,10,10,10
"1186",215,216,9,9,9,9,9,10,10,10,9,10
"1187",215,216,8,10,10,10,9,10,10,10,8,9
"1188",215,216,7,7,6,7,7,9,9,7,7,7
"1189",215,216,10,10,10,10,9,10,10,10,9,10
"1190",215,216,8,7,6,6,6,7,6,5,4,1
"1191",215,216,10,8,9,9,10,10,10,9,9,10
"1192",215,216,10,10,10,10,10,10,10,10,10,10
"1193",215,216,10,10,10,10,10,10,10,10,10,10
"1194",215,216,10,8,10,10,10,10,10,10,10,10
"1195",216,218,10,10,10,10,10,10,10,10,10,10
"1196",216,218,10,10,10,10,10,10,10,10,10,10
"1197",216,218,9,9,10,9,10,9,10,9,10,10
"1198",216,218,9,5,10,6,10,9,10,10,6,10
"1199",216,218,10,10,10,8,7,10,10,10,8,10
"1200",216,218,7,6,6,7,6,8,9,9,9,8
"1201",216,218,9,8,9,9,9,10,10,10,7,9
"1202",216,218,7,7,8,8,8,8,9,10,8,8
"1203",216,218,10,8,10,9,9,10,10,10,10,10
"1204",216,218,10,9,9,8,9,10,10,9,9,9
"1205",216,218,8,7,9,7,8,10,9,10,7,8
"1206",216,218,9,7,8,5,6,10,7,10,6,8
"1207",216,218,7,6,5,7,7,9,9,9,8,7
"1208",216,218,9,8,9,7,8,10,9,8,9,9
"1209",216,218,9,8,8,7,8,10,10,10,9,9
"1210",216,218,9,9,10,10,9,10,9,9,10,10
"1211",216,218,9,6,8,10,10,10,10,10,7,10
"1212",216,218,10,10,10,10,10,10,10,10,10,10
"1213",216,218,8,9,10,9,10,10,9,10,10,10
"1214",216,218,9,10,9,9,9,9,10,10,9,9
"1215",216,218,9,9,8,8,8,10,9,10,9,9
"1216",216,218,8,8,9,7,10,10,9,10,9,9
"1217",216,218,9,8,9,7,8,9,10,10,9,9
"1218",216,218,8,8,8,8,7,10,9,10,9,9
"1219",242,201,9,9,9,8,9,8,9,9,8,10
"1220",242,201,10,9,9,10,9,10,10,8,9,9
"1221",242,201,7,8,9,8,7,10,9,9,8,9
"1222",242,201,10,10,8,10,9,10,10,10,9,10
"1223",242,201,9,9,9,8,9,10,10,10,9,10
"1224",242,201,8,7,9,8,8,10,9,6,7,8
"1225",242,201,10,9,9,10,10,10,10,10,10,10
"1226",242,201,9,8,10,10,9,10,10,10,9,9
"1227",242,201,10,10,10,10,10,10,10,10,10,10
"1228",242,201,8,7,8,10,8,9,10,10,9,9
"1229",242,201,10,10,10,10,9,8,10,8,10,10
"1230",242,201,9,8,10,10,9,8,8,9,9,8
"1231",242,201,7,8,7,7,8,8,7,7,7,8
"1232",242,201,9,8,8,9,8,9,9,6,8,8
"1233",242,201,7,8,9,4,10,10,8,5,10,8
"1234",242,201,9,9,9,9,9,8,9,9,9,9
"1235",242,201,9,8,7,7,5,10,8,3,10,8
"1236",242,201,9,9,9,9,9,9,9,9,9,9
"1237",242,201,9,8,10,10,10,9,10,10,10,10
"1238",242,201,8,6,8,9,8,10,8,9,7,8
"1239",242,201,8,8,8,9,8,10,8,9,8,9
"1240",242,201,9,8,9,9,8,9,8,8,9,9
"1241",242,201,9,9,9,9,9,10,8,8,9,10
"1242",242,201,10,9,10,10,10,10,10,10,10,10
"1243",242,201,10,10,10,10,10,10,10,10,10,10
"1244",245,227,10,10,10,10,10,10,10,10,10,10
"1245",245,227,10,9,10,8,9,9,10,10,9,9
"1246",245,227,7,7,8,6,7,9,10,8,8,8
"1247",245,227,8,7,7,6,6,10,8,9,7,7
"1248",245,227,8,8,9,8,8,9,9,8,9,10
"1249",245,227,9,8,9,10,9,10,10,8,7,9
"1250",245,227,10,10,10,10,10,10,10,10,10,10
"1251",245,227,7,7,7,7,7,7,7,7,8,9
"1252",217,217,10,10,10,9,10,10,10,9,10,10
"1253",217,217,9,10,10,9,10,10,10,9,9,9
"1254",217,217,10,10,9,9,10,9,10,10,10,10
"1255",217,217,10,10,10,10,10,10,10,10,10,10
"1256",217,217,10,9,9,8,9,7,9,7,9,9
"1257",217,217,8,8,6,7,5,5,6,5,9,7
"1258",217,217,9,10,10,8,9,8,9,9,10,9
"1259",217,217,9,9,9,8,8,10,10,8,9,10
"1260",217,217,9,6,6,7,7,6,8,8,9,7
"1261",217,217,9,9,10,9,9,10,10,9,10,10
"1262",217,217,10,10,10,10,10,9,10,10,10,10
"1263",221,221,10,10,10,10,10,10,10,10,10,10
"1264",221,221,10,10,10,10,10,10,10,10,10,10
"1265",221,221,8,9,8,9,8,6,8,8,9,10
"1266",221,221,8,10,7,8,9,4,6,3,9,8
"1267",221,221,8,9,8,8,9,9,9,9,9,9
"1268",221,221,8,7,7,7,7,6,7,9,8,8
"1269",221,221,7,8,8,7,6,6,7,7,8,7
"1270",221,221,10,10,10,10,9,9,10,8,10,10
"1271",221,221,7,9,6,8,8,6,9,10,10,8
"1272",221,221,8,10,8,8,8,7,8,10,10,10
"1273",221,221,9,9,9,8,9,8,9,9,9,9
"1274",221,221,8,8,8,6,6,8,8,7,8,8
"1275",221,221,10,10,10,10,10,9,9,10,10,10
"1276",221,221,9,9,9,9,9,9,9,10,10,10
"1277",221,221,9,9,10,9,10,10,10,10,9,9
"1278",221,221,10,10,10,10,10,10,10,10,10,10
"1279",221,221,9,9,9,10,9,10,10,10,9,10
"1280",221,221,10,10,10,10,10,10,10,6,10,10
"1281",221,221,8,9,10,8,7,6,8,6,7,9
"1282",403,404,10,10,10,10,5,10,10,10,10,10
"1283",403,404,10,6,10,10,10,10,10,10,10,10
"1284",403,404,10,10,10,10,10,10,10,10,10,10
"1285",403,404,9,9,9,9,6,9,10,9,9,9
"1286",403,404,6,4,5,6,5,7,6,8,7,6
"1287",403,404,8,9,6,6,6,10,9,9,6,8
"1288",403,404,10,7,10,9,7,10,10,10,10,9
"1289",403,404,10,10,10,10,9,10,9,8,10,10
"1290",403,404,10,8,10,10,7,10,10,9,9,9
"1291",403,404,9,9,7,7,1,10,8,10,9,8
"1292",403,404,7,7,6,10,8,9,10,10,9,9
"1293",403,404,8,9,7,9,8,10,10,10,10,10
"1294",403,404,6,10,8,10,10,10,10,10,10,8
"1295",403,404,5,7,5,7,6,8,9,8,8,7
"1296",403,404,9,8,8,8,9,10,9,10,9,10
"1297",403,404,10,8,8,8,7,10,9,10,9,9
"1298",403,404,9,9,9,10,8,10,10,9,10,10
"1299",403,404,8,9,8,8,7,10,10,10,10,9
"1300",403,404,8,8,8,9,7,10,10,10,10,10
"1301",403,404,10,10,9,10,5,10,9,9,9.5,9.5
"1302",403,404,10,8,9,8,7,10,9,8,10,9
"1303",403,404,8,5,7,3,6,10,10,10,6,9
"1304",403,404,10,9,9,10,5,8,9,7,7,10
"1305",403,404,10,8,8,9,5,10,10,9,10,9
"1306",403,404,10,8,9,8,5,10,10,10,10,10
"1307",403,404,9,10,9,10,8,10,10,10,10,10
"1308",403,404,9,8,8,8,3,8,9,7,8,7
"1309",403,404,10,9,9,9,10,10,10,10,10,10
"1310",403,404,8,9,8,9,7,10,10,10,10,9
"1311",403,404,7,5,8,10,8,10,10,10,10,8
"1312",403,404,8,8,9,9,5,10,10,9,8,9
"1313",403,404,9,8,9,8,8,10,8,9,8,9
"1314",403,404,9,9,10,9,8,9,10,9,10,9
"1315",403,404,9,9,8,8,9,10,10,8,9,9
"1316",403,404,9,8,8,9,6,9,9,5,9,8
"1317",403,404,7,6,6,6,10,8,8,9,7,8
"1318",403,404,7,6,6,6,5,9,9,9,8,7
"1319",403,404,9,10,8,7,7,10,8,8,9,10
"1320",403,404,7,7,5,9,4,9,10,9,9,8
"1321",403,404,7,7,7,8,6,10,10,10,9,8
"1322",403,404,10,9,10,10,8,10,10,9,9,9
"1323",403,404,8,7,7,8,4,10,8,8,9,7
"1324",403,404,5,7,6,9,3,10,8,8,7,7
"1325",403,404,7,7,8,9,5,9,10,8,8,9
"1326",403,404,9,8,8,9,7,10,9,9,9,9
"1327",403,404,10,10,10,9,9,10,10,10,9,9
"1328",403,404,9,10,9,10,8,10,10,9,10,10
"1329",403,404,8,9,8,10,1,10,10,6,10,8
"1330",402,403,7,4,5,3,7,8,7,7,6,6
"1331",402,403,4,6,6,4,9,9,9,8,9,5
"1332",402,403,5,1,1,1,7,9,9,10,1,3
"1333",402,403,5,1,2,6,6,2,8,7,3,5
"1334",402,403,7,5,5,4,8,10,6,7,3,5
"1335",402,403,6,7,6,6,8,9,8,7,7,6
"1336",402,403,8,7,7,4,6,10,8,8,8,7
"1337",402,403,8,6,8,9,10,9,9,9,7,8
"1338",402,403,4,1,2,3,10,10,9,7,4,7
"1339",402,403,6,5,7,6,9,10,10,10,10,9
"1340",402,403,6,4,4,5,5,8,7,8,3,4
"1341",402,403,2,2,1,1,1,4,3,1,2,2
"1342",402,403,2,2,2,4,5,3,5,5,5,2
"1343",402,403,9,6,7,4,5,8,6,5,5,8
"1344",402,403,6,5,6,4,7,8,7,5,5,8
"1345",402,403,9,7,8,6,7,9,9,9,10,9
"1346",402,403,8,2,6,6,2,8,7,6,5,7
"1347",402,403,5,6,4,5,7,7,7,8,6,7
"1348",402,403,1,5,1,2,4,6,3,8,6,4
"1349",402,403,5,8,7,5,6,8,9,9,9,9
"1350",402,403,9,9,9,9,9,10,9,7,9,9
"1351",402,403,10,7,6,6,6,9,5,5,7,6
"1352",402,403,8,6,6,7,2,8,8,7,8,7
"1353",402,403,8,9,10,5,7,8,9,10,9,9
"1354",402,403,9,8,9,5,9,10,9,9,10,9
"1355",402,403,5,3,5,4,5,8,5,6,6,6
"1356",402,403,8,8,7,6,7,9,9,8,9,8
"1357",402,403,7,7,6,5,7,9,8,9,7,6
"1358",402,403,4,1,1,3,5,4,5,5,5,2
"1359",402,403,4,5,6,3,3,4,4,6,2,3
"1360",402,403,8,7,8,8,5,7,1,1,8,7
"1361",402,403,4,2,2,2,5,6,5,5,4,4
"1362",402,403,6,7,7,6,6,9,7,6,7,7
"1363",402,403,5,2,6,5,6,8,7,7,5,5
"1364",402,403,7,2,6,3,4,10,10,8,2,4
"1365",402,403,6,2,5,3,4,10,10,8,2,5
"1366",402,403,9,1,3,1,5,8,2,1,3,4
"1367",405,407,4,5,5,3,7,9,6,9,9,7
"1368",405,407,6,5,6,2,8,10,5,8,5,5
"1369",405,407,9,6,8,3,7,1,6,5,2,5
"1370",405,407,7,8,4,6,5,6,4,7,7,7
"1371",405,407,8,5,5,4,7,8,8,10,5,6
"1372",405,407,7,6,4,2,6,7,9,8,6,7
"1373",405,407,10,7,4,9,9,5,10,10,10,10
"1374",405,407,10,9,6,3,3,5,4,9,7,7
"1375",405,407,7,5,6,1,6,8,7,10,6,7
"1376",405,407,7,2,5,3,9,4,3,9,1,5
"1377",405,407,7,6,8,2,7,6,2,6,7,6
"1378",405,407,7,5,6,5,6,4,5,7,6,7
"1379",405,407,8,9,9,5,7,5,5,8,10,9
"1380",405,407,9,7,8,5,6,7,8,10,10,9
"1381",405,407,10,9,9,8,5,10,9,10,9,9
"1382",405,407,8,5,8,5,6,9,6,10,7,7
"1383",405,407,9,6,8,2,9,2,5,9,7,7
"1384",405,407,10,8,6,9,10,9,8,10,10,9
"1385",405,407,9,3,7,2,7,1,6,8,7,7
"1386",405,407,4,6,5,4,7,5,2,10,10,5
"1387",405,407,9,2,5,2,5,1,3,8,2,4
"1388",405,407,9,5,10,4,3,3,6,9,7,7
"1389",405,407,1,1,6,1,3,1,3,7,2,4
"1390",405,407,9,7,8,5,6,3,8,7,2,7
"1391",405,407,3,4,4,2,2,1,6,9,3,3
"1392",405,407,4,2,5,2,3,2,3,8,1,2
"1393",405,407,6,3,4,1,2,1,2,8,2,2
"1394",405,407,5,1,6,1,4,2,1,7,1,3
"1395",405,407,2,1,3,3,2,1,6,7,2,2
"1396",405,407,9,8,7,3,5,3,6,9,8,6
"1397",405,407,7,1,6,1,3,9,2,8,1,3
"1398",405,407,9,2,8,6,8,8,8,8,2,6
"1399",405,407,4,3,3,2,2,6,4,6,1,3
"1400",405,407,10,6,6,1,9,2,1,9,10,6
"1401",405,407,7,4,9,4,9,9,6,9,8,7
"1402",405,407,4,6,5,4,7,8,4,7,5,6
"1403",405,407,7,2,4,1,4,1,5,7,1,4
"1404",405,407,1,1,1,1,1,1,1,1,1,1
"1405",405,407,1,1,4,4,5,2,3,7,1,1
"1406",405,407,7,4,5,4,3,8,5,8,5,5
"1407",405,407,6,2,7,1,4,9,7,9,8,3
"1408",405,407,7,3,5,1,4,10,1,9,5,4
"1409",405,407,8,6,8,2,4,7,5,6,10,8
"1410",405,407,9,2,9,1,8,5,2,3,3,7
"1411",401,401,8,8,8,9,9,9,9,9,9,9
"1412",401,401,5,6,3,3,5,7,7,4,6,6
"1413",401,401,9,7,7,6,7,4,6,7,4,6
"1414",401,401,8,8,7,7,6,8,7,6,8,7
"1415",401,401,10,9,10,9,7,9,10,10,8,9
"1416",401,401,9,6,6,6,6,8,8,6,8,8
"1417",401,401,9,6,7,6,7,7,8,8,8,8
"1418",401,401,6,7,6,9,9,6,7,4,7,6
"1419",401,401,9,10,9,9,1,10,9,4,6,8
"1420",401,401,5,5,7,3,3,7,5,5,5,7
"1421",401,401,5,4,4,4,5,7,4,5,5,6
"1422",401,401,9,9,9,9,6,8,9,5,8,8
"1423",401,401,7,5,5,8,5,6,10,8,7,8
"1424",401,401,6,7,6,7,6,7,7,9,5,7
"1425",401,401,8,7,8,7,7,9,9,8,7,8
"1426",401,401,10,7,8,8,7,7,8,6,7,8
"1427",401,401,7,2,2,4,5,9,9,9,4,4
"1428",401,401,6,5,5,5,6,6,6,5,5,6
"1429",401,401,10,9,7,7,6,10,10,9,10,9
"1430",401,401,5,2,1,1,3,1,8,10,1,2
"1431",401,401,9,1,7,1,8,7,9,8,3,5
"1432",401,401,10,9,9,9,8,9,9,9,10,10
"1433",401,401,8,6,7,7,6,9,8,8,7,6
"1434",401,401,7,6,6,7,7,9,9,8,5,6
"1435",401,401,7,7,8,7,7,8,8,5,6,7
"1436",401,401,10,10,10,8,8,6,6,7,9,9
"1437",401,401,1,1,1,1,1,1,1,1,1,1
"1438",401,401,7,6,5,7,4,8,7,6,7,6
"1439",401,401,6,7,6,6,7,7,6,6,6,7
"1440",401,401,7,6,6,6,5,10,7,6,7,6
"1441",401,401,10,9,10,9,8,10,9,10,9,9
"1442",401,401,9,8,9,6,6,8,9,8,10,9
"1443",401,401,5,6,6,7,5,7,8,8,6,8
"1444",401,401,3,1,1,6,5,5,6,8,5,2
"1445",401,401,7,10,6,10,3,10,10,7,9,7
"1446",401,401,9,8,9,10,7,10,10,10,9,9
"1447",401,401,6,5,6,6,7,9,7,10,9,7
"1448",401,401,10,9,10,9,2,2,8,2,10,5
"1449",401,401,8,7,7,7,6,8,8,8,7,7
"1450",401,401,8,7,6,8,8,7,8,8,10,7
"1451",401,401,9,7,9,9,9,10,10,9,10,9
"1452",401,401,9,8,9,7,8,9,10,9,9,9
"1453",401,401,7,6,7,5,3,7,5,7,5,7
"1454",401,401,7,6,6,7,6,5,6,4,5,6
"1455",401,401,7,7,8,6,7,7,6,5,8,8
"1456",401,401,6,7,7,8,6,5,8,6,10,7
"1457",404,405,10,10,10,10,10,10,10,10,10,10
"1458",404,405,6,6,7,6,7,10,10,10,8,8
"1459",404,405,4,5,4,7,7,10,7,10,4,6
"1460",404,405,6,6,4,8,4,9,9,9,3,5
"1461",404,405,3,2,3,9,8,10,10,10,3,7
"1462",404,405,7,2,6,4,7,8,7,7,4,5
"1463",404,405,9,5,9,5,9,10,10,10,5,8
"1464",404,405,4,4,4,4,5,9,5,5,5,6
"1465",404,405,7,6,7,9,6,9,9,8,9,8
"1466",404,405,7,7,7,9,7,9,7,8,9,8
"1467",404,405,10,5,6,6,9,10,10,10,8,9
"1468",404,405,8,7,7,7,6,10,8,9,7,9
"1469",404,405,7,5,7,10,1,10,10,10,10,8
"1470",404,405,9,8,9,7,9,10,9,10,9,10
"1471",404,405,4,4,4,5,5,6,8,8,5,5
"1472",404,405,4,5,4,7,6,10,6,10,5,6
"1473",404,405,3,3,4,6,8,10,9,10,3,6
"1474",404,405,8,7,9,8,8,9,8,8,9,8
"1475",404,405,8,7,9,7,8,9,7,8,8,8
"1476",404,405,9,8,8,6,6,10,10,10,10,9
"1477",404,405,8,4,9,8,7,10,10,10,9,8
"1478",404,405,6,7,7,8,8,8,8,9,9,9
"1479",404,405,7,1,7,3,5,10,10,10,4,7
"1480",404,405,9,8,8,8,9,10,10,9,9,10
"1481",404,405,9,9,9,9,9,10,10,10,9,10
"1482",404,405,5,5,7,9,9,10,10,10,4,7
"1483",404,405,6,6,9,9,10,10,10,10,9,9
"1484",405,409,7,7,7,7,8,9,8,9,8,8
"1485",405,409,7,6,8,7,8,5,8,8,8,8
"1486",405,409,7,3,7,5,8,1,8,6,5,6
"1487",405,409,8,8,8,8,8,8,8,8,8,8
"1488",405,409,6,6,6,7,7,6,7,8,6,7
"1489",405,409,6,6,6,7,7,6,7,8,6,7
"1490",405,409,6,6,8,6,10,6,6,10,7,8
"1491",405,409,3,4,3,5,4,4,6,6,6,7
"1492",405,409,3,4,4,7,8,1,7,7,8,6
"1493",405,409,6,8,2,5,5,1,7,6,8,7
"1494",405,409,6,4,5,7,6,2,9,10,7,6
"1495",405,409,4,2,2,2,2,9,4,9,5,6
"1496",405,409,4,1,6,10,4,2,10,6,4,6
"1497",405,409,10,10,10,10,7,10,10,10,10,10
"1498",405,409,6,6,5,10,10,6,8,10,6,6
"1499",405,409,3,3,6,3,10,1,5,10,6,6
"1500",405,409,5,5,5,4,5,1,6,5,7,5
"1501",405,409,6,1,3,3,8,1,5,8,8,6
"1502",405,409,8,6,4,8,10,2,9,7,10,8
"1503",405,409,5,8,7,8,8,7,10,6,10,7
"1504",402,403,5,6,5,3,4,9,7,10,8,6
"1505",402,403,1,1,1,1,1,1,10,1,1,1
"1506",405,409,8,7,6,5,8,3,8,5,9,8
"1507",405,409,6,6,4,3,8,2,7,9,9,6
"1508",402,403,9,7,6,6,9,5,9,5,8,7
"1509",402,403,4,3,4,4,8,3,5,1,10,4
"1510",405,409,4,3,3,9,8,5,9,2,5,5
"1511",405,409,6,7,6,5,6,6,8,6,8,7
"1512",405,409,4,4,4,7,5,5,6,7,7,6
"1513",405,409,8,5,3,2,4,1,8,6,3,6
"1514",405,409,9,10,9,9,8,7,10,9,9,9
"1515",405,409,8,7,8,6,9,10,9,8,10,9
"1516",405,409,6,7,7,10,9,4,10,5,9,7
"1517",405,409,4,6,7,9,6,2,9,3,9,5
"1518",405,409,6,7,7,7,3,8,10,9,8,8
"1519",405,409,3,3,3,3,5,9,4,5,3,4
"1520",405,409,7,7,7,8,10,5,8,9,9,8
"1521",405,409,7,7,7,7,9,5,8,9,9,7
"1522",405,409,5,7,4,5,6,2,8,9,6,6
"1523",402,403,10,7,10,7,8,10,10,10,5,9
"1524",402,403,10,6,7,5,6,10,10,8,8,9
